team1_players,team2_players,venue,date
"['KH Prajapati', 'Jatinder Singh', 'Aqib Ilyas', 'Ayan Khan', 'Mohammad Nadeem', 'Shoaib Khan', 'Sandeep Goud', 'Suraj Kumar', 'Kaleemullah', 'Jay Odedra', 'Bilal Khan']","['BA King', 'J Charles', 'KU Carty', 'SD Hope', 'N Pooran', 'KR Mayers', 'RL Chase', 'KMA Paul', 'K Sinclair', 'R Shepherd', 'AJ Hosein']",Harare Sports Club,2023-07-05
