team1_players,team2_players,venue,date
"['SJ Baard', 'ZE Green', 'JP Kotze', 'K Birkenstock', 'MG Erasmus', 'CG Williams', 'JJ Smit', 'JN Frylinck', 'HN Ya France', 'BM Scholtz', 'JI de Villiers']","['Chirag Suri', 'V Aravind', ""DDP D'Silva"", 'J Figy John', 'Muhammad Usman', 'Rohan Mustafa', 'Basil Hameed', 'Waheed Ahmed', 'Ahmed Raza', 'KP Meiyappan', 'Junaid Siddique']",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2020-01-09
