team1_players,team2_players,venue,date
"['Aryan Lakra', 'Waseem Muhammad', 'V Aravind', 'Rameez Shahzad', 'Asif Khan', 'Rohan Mustafa', 'Basil Hameed', 'Aayan Afzal Khan', 'KP Meiyappan', 'Junaid Siddique', 'Zahoor Khan']","['KH Prajapati', 'Jatinder Singh', 'Shoaib Khan', 'Zeeshan Maqsood', 'Mohammad Nadeem', 'Ayan Khan', 'Sandeep Goud', 'AA Shafique', 'Kaleemullah', 'Jay Odedra', 'Bilal Khan']",Mulpani Cricket Ground,2023-04-29
