team1_players,team2_players,venue,date
"['RG Sharma', 'S Dhawan', 'V Kohli', 'RR Pant', 'KL Rahul', 'HH Pandya', 'KH Pandya', 'SN Thakur', 'B Kumar', 'M Prasidh Krishna', 'T Natarajan']","['JJ Roy', 'JM Bairstow', 'BA Stokes', 'DJ Malan', 'JC Buttler', 'LS Livingstone', 'MM Ali', 'SM Curran', 'AU Rashid', 'MA Wood', 'RJW Topley']",Maharashtra Cricket Association Stadium,2021-03-28
