team1_players,team2_players,venue,date
"['SJ Baard', 'ZE Green', 'JP Kotze', 'MG Erasmus', 'CG Williams', 'JJ Smit', 'JN Frylinck', 'K Birkenstock', 'HN Ya France', 'BM Scholtz', 'B Shikongo']","['Chirag Suri', 'V Aravind', ""DDP D'Silva"", 'Basil Hameed', 'Muhammad Usman', 'Rohan Mustafa', 'CP Rizwan', 'Waheed Ahmed', 'Ahmed Raza', 'KP Meiyappan', 'Junaid Siddique']",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2020-01-06
