team1_players,team2_players,venue,date
"['Tamim Iqbal', 'Soumya Sarkar', 'Sabbir Rahman', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Mosaddek Hossain', 'Mohammad Saifuddin', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Mustafizur Rahman']","['SD Hope', 'SW Ambris', 'DM Bravo', 'RL Chase', 'JL Carter', 'JO Holder', 'FA Allen', 'AR Nurse', 'KAJ Roach', 'RA Reifer', 'ST Gabriel']","The Village, Malahide",2019-05-17
