csv_number,num_players,start_number,end_number,date,num_teama,num_teamb,teama_players,teamb_players,venue
1144512,22,38155,38176,2019-06-23,11,11,"['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Mohammad Hafeez', 'Haris Sohail', 'Imad Wasim', 'Wahab Riaz', 'Sarfraz Ahmed', 'Shadab Khan', 'Mohammad Amir', 'Shaheen Shah Afridi']","['HM Amla', 'Q de Kock', 'F du Plessis', 'AK Markram', 'HE van der Dussen', 'DA Miller', 'AL Phehlukwayo', 'CH Morris', 'K Rabada', 'L Ngidi', 'Imran Tahir']",Lord's
1144514,22,38177,38198,2019-06-25,11,11,"['JM Vince', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'CR Woakes', 'MM Ali', 'AU Rashid', 'JC Archer', 'MA Wood']","['AJ Finch', 'DA Warner', 'UT Khawaja', 'SPD Smith', 'GJ Maxwell', 'MP Stoinis', 'AT Carey', 'PJ Cummins', 'MA Starc', 'NM Lyon', 'JP Behrendorff']",Lord's
1144515,22,38199,38220,2019-06-26,11,11,"['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'JDS Neesham', 'C de Grandhomme', 'MJ Santner', 'MJ Henry', 'LH Ferguson', 'TA Boult']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Mohammad Hafeez', 'Haris Sohail', 'Sarfraz Ahmed', 'Imad Wasim', 'Wahab Riaz', 'Shadab Khan', 'Mohammad Amir', 'Shaheen Shah Afridi']",Edgbaston
1144516,22,38221,38242,2019-06-27,11,11,"['KL Rahul', 'RG Sharma', 'V Kohli', 'V Shankar', 'KM Jadhav', 'MS Dhoni', 'HH Pandya', 'Mohammed Shami', 'Kuldeep Yadav', 'YS Chahal', 'JJ Bumrah']","['CH Gayle', 'SW Ambris', 'SD Hope', 'N Pooran', 'SO Hetmyer', 'JO Holder', 'CR Brathwaite', 'FA Allen', 'KAJ Roach', 'SS Cottrell', 'O Thomas']",Old Trafford
1144517,22,38243,38264,2019-06-28,11,11,"['Q de Kock', 'HM Amla', 'F du Plessis', 'HE van der Dussen', 'AK Markram', 'JP Duminy', 'D Pretorius', 'AL Phehlukwayo', 'CH Morris', 'K Rabada', 'Imran Tahir']","['FDM Karunaratne', 'MDKJ Perera', 'WIA Fernando', 'BKG Mendis', 'AD Mathews', 'DM de Silva', 'BMAJ Mendis', 'NLTC Perera', 'I Udana', 'RAS Lakmal', 'SL Malinga']",Riverside Ground
1144519,22,38265,38286,2019-06-29,11,11,"['DA Warner', 'AJ Finch', 'UT Khawaja', 'SPD Smith', 'MP Stoinis', 'GJ Maxwell', 'AT Carey', 'PJ Cummins', 'MA Starc', 'JP Behrendorff', 'NM Lyon']","['MJ Guptill', 'HM Nicholls', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'C de Grandhomme', 'JDS Neesham', 'MJ Santner', 'IS Sodhi', 'LH Ferguson', 'TA Boult']",Lord's
1144520,22,38287,38308,2019-06-30,11,11,"['JJ Roy', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'CR Woakes', 'LE Plunkett', 'JC Archer', 'AU Rashid', 'MA Wood']","['KL Rahul', 'RG Sharma', 'V Kohli', 'RR Pant', 'HH Pandya', 'MS Dhoni', 'KM Jadhav', 'Kuldeep Yadav', 'Mohammed Shami', 'YS Chahal', 'JJ Bumrah']",Edgbaston
1144521,22,38309,38330,2019-07-01,11,11,"['FDM Karunaratne', 'MDKJ Perera', 'WIA Fernando', 'BKG Mendis', 'AD Mathews', 'HDRL Thirimanne', 'I Udana', 'DM de Silva', 'JDF Vandersay', 'CAK Rajitha', 'SL Malinga']","['CH Gayle', 'SW Ambris', 'SD Hope', 'SO Hetmyer', 'N Pooran', 'JO Holder', 'CR Brathwaite', 'FA Allen', 'SS Cottrell', 'O Thomas', 'ST Gabriel']",Riverside Ground
1144522,22,38331,38352,2019-07-02,11,11,"['Tamim Iqbal', 'Soumya Sarkar', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Liton Das', 'Mosaddek Hossain', 'Sabbir Rahman', 'Mohammad Saifuddin', 'Mashrafe Mortaza', 'Rubel Hossain', 'Mustafizur Rahman']","['KL Rahul', 'RG Sharma', 'V Kohli', 'RR Pant', 'HH Pandya', 'MS Dhoni', 'KD Karthik', 'B Kumar', 'Mohammed Shami', 'JJ Bumrah', 'YS Chahal']",Edgbaston
1144523,22,38353,38374,2019-07-03,11,11,"['JJ Roy', 'JM Bairstow', 'JE Root', 'JC Buttler', 'EJG Morgan', 'BA Stokes', 'CR Woakes', 'LE Plunkett', 'AU Rashid', 'JC Archer', 'MA Wood']","['MJ Guptill', 'HM Nicholls', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'JDS Neesham', 'C de Grandhomme', 'MJ Santner', 'TG Southee', 'MJ Henry', 'TA Boult']",Riverside Ground
1144525,22,38375,38396,2019-07-05,11,11,"['Tamim Iqbal', 'Soumya Sarkar', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Liton Das', 'Mahmudullah', 'Mosaddek Hossain', 'Mohammad Saifuddin', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Mustafizur Rahman']","['Fakhar Zaman', 'Imam-ul-Haq', 'Babar Azam', 'Mohammad Hafeez', 'Haris Sohail', 'Imad Wasim', 'Sarfraz Ahmed', 'Wahab Riaz', 'Shadab Khan', 'Mohammad Amir', 'Shaheen Shah Afridi']",Lord's
1144526,22,38397,38418,2019-07-06,11,11,"['KL Rahul', 'RG Sharma', 'V Kohli', 'RR Pant', 'HH Pandya', 'MS Dhoni', 'KD Karthik', 'RA Jadeja', 'B Kumar', 'JJ Bumrah', 'Kuldeep Yadav']","['FDM Karunaratne', 'MDKJ Perera', 'WIA Fernando', 'BKG Mendis', 'AD Mathews', 'HDRL Thirimanne', 'DM de Silva', 'NLTC Perera', 'I Udana', 'CAK Rajitha', 'SL Malinga']",Headingley
1144527,22,38419,38440,2019-07-06,11,11,"['DA Warner', 'AJ Finch', 'UT Khawaja', 'SPD Smith', 'MP Stoinis', 'GJ Maxwell', 'AT Carey', 'PJ Cummins', 'MA Starc', 'JP Behrendorff', 'NM Lyon']","['AK Markram', 'Q de Kock', 'F du Plessis', 'HE van der Dussen', 'JP Duminy', 'D Pretorius', 'AL Phehlukwayo', 'CH Morris', 'K Rabada', 'Imran Tahir', 'T Shamsi']",Old Trafford
1144528,22,38441,38462,2019-07-09,11,11,"['KL Rahul', 'RG Sharma', 'V Kohli', 'RR Pant', 'KD Karthik', 'HH Pandya', 'MS Dhoni', 'RA Jadeja', 'B Kumar', 'YS Chahal', 'JJ Bumrah']","['MJ Guptill', 'HM Nicholls', 'KS Williamson', 'LRPL Taylor', 'JDS Neesham', 'C de Grandhomme', 'TWM Latham', 'MJ Santner', 'MJ Henry', 'TA Boult', 'LH Ferguson']",Old Trafford
1144529,22,38463,38484,2019-07-11,11,11,"['DA Warner', 'AJ Finch', 'SPD Smith', 'PSP Handscomb', 'AT Carey', 'MP Stoinis', 'GJ Maxwell', 'PJ Cummins', 'MA Starc', 'JP Behrendorff', 'NM Lyon']","['JJ Roy', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'CR Woakes', 'LE Plunkett', 'AU Rashid', 'JC Archer', 'MA Wood']",Edgbaston
1144530,22,38485,38506,2019-07-14,11,11,"['JJ Roy', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'CR Woakes', 'LE Plunkett', 'JC Archer', 'AU Rashid', 'MA Wood']","['MJ Guptill', 'HM Nicholls', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'JDS Neesham', 'C de Grandhomme', 'MJ Santner', 'MJ Henry', 'TA Boult', 'LH Ferguson']",Lord's
1144986,22,38507,38528,2018-11-04,11,11,"['TM Head', 'AJ Finch', 'DJM Short', 'CA Lynn', 'AT Carey', 'GJ Maxwell', 'MP Stoinis', 'PJ Cummins', 'NM Coulter-Nile', 'MA Starc', 'JR Hazlewood']","['Q de Kock', 'RR Hendricks', 'AK Markram', 'F du Plessis', 'H Klaasen', 'DA Miller', 'AL Phehlukwayo', 'DW Steyn', 'K Rabada', 'L Ngidi', 'Imran Tahir']",Perth Stadium
1144987,22,38529,38550,2018-11-09,11,11,"['AJ Finch', 'TM Head', 'SE Marsh', 'CA Lynn', 'AT Carey', 'GJ Maxwell', 'MP Stoinis', 'PJ Cummins', 'MA Starc', 'A Zampa', 'JR Hazlewood']","['Q de Kock', 'RR Hendricks', 'AK Markram', 'F du Plessis', 'H Klaasen', 'DA Miller', 'D Pretorius', 'DW Steyn', 'K Rabada', 'L Ngidi', 'Imran Tahir']",Adelaide Oval
1144988,22,38551,38572,2018-11-11,11,11,"['Q de Kock', 'RR Hendricks', 'AK Markram', 'F du Plessis', 'DA Miller', 'H Klaasen', 'D Pretorius', 'DW Steyn', 'K Rabada', 'L Ngidi', 'Imran Tahir']","['CA Lynn', 'AJ Finch', 'SE Marsh', 'TM Head', 'MP Stoinis', 'AT Carey', 'GJ Maxwell', 'PJ Cummins', 'MA Starc', 'A Zampa', 'JR Hazlewood']",Bellerive Oval
1144997,22,38573,38594,2019-01-12,11,11,"['AT Carey', 'AJ Finch', 'UT Khawaja', 'SE Marsh', 'PSP Handscomb', 'MP Stoinis', 'GJ Maxwell', 'JA Richardson', 'NM Lyon', 'PM Siddle', 'JP Behrendorff']","['RG Sharma', 'S Dhawan', 'V Kohli', 'AT Rayudu', 'MS Dhoni', 'KD Karthik', 'RA Jadeja', 'B Kumar', 'Kuldeep Yadav', 'Mohammed Shami', 'KK Ahmed']",Sydney Cricket Ground
1144998,22,38595,38616,2019-01-15,11,11,"['AT Carey', 'AJ Finch', 'UT Khawaja', 'SE Marsh', 'PSP Handscomb', 'MP Stoinis', 'GJ Maxwell', 'JA Richardson', 'NM Lyon', 'PM Siddle', 'JP Behrendorff']","['RG Sharma', 'S Dhawan', 'V Kohli', 'AT Rayudu', 'MS Dhoni', 'KD Karthik', 'RA Jadeja', 'Kuldeep Yadav', 'B Kumar', 'Mohammed Shami', 'Mohammed Siraj']",Adelaide Oval
1144999,22,38617,38638,2019-01-18,11,11,"['AT Carey', 'AJ Finch', 'UT Khawaja', 'SE Marsh', 'PSP Handscomb', 'MP Stoinis', 'GJ Maxwell', 'JA Richardson', 'A Zampa', 'PM Siddle', 'B Stanlake']","['RG Sharma', 'S Dhawan', 'V Kohli', 'MS Dhoni', 'KM Jadhav', 'KD Karthik', 'V Shankar', 'RA Jadeja', 'B Kumar', 'Mohammed Shami', 'YS Chahal']",Melbourne Cricket Ground
1146720,22,38639,38660,2018-07-22,11,11,"['Tamim Iqbal', 'Anamul Haque', 'Shakib Al Hasan', 'Sabbir Rahman', 'Mushfiqur Rahim', 'Mahmudullah', 'Mosaddek Hossain', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Rubel Hossain', 'Mustafizur Rahman']","['CH Gayle', 'E Lewis', 'SD Hope', 'SO Hetmyer', 'JN Mohammed', 'JO Holder', 'R Powell', 'AD Russell', 'AR Nurse', 'D Bishoo', 'AS Joseph']",Providence Stadium
1146721,22,38661,38682,2018-07-25,11,11,"['CH Gayle', 'E Lewis', 'SD Hope', 'SO Hetmyer', 'JN Mohammed', 'R Powell', 'JO Holder', 'AR Nurse', 'KMA Paul', 'D Bishoo', 'AS Joseph']","['Tamim Iqbal', 'Anamul Haque', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Mahmudullah', 'Sabbir Rahman', 'Mosaddek Hossain', 'Mashrafe Mortaza', 'Mehedi Hasan Miraz', 'Rubel Hossain', 'Mustafizur Rahman']",Providence Stadium
1146722,22,38683,38704,2018-07-28,11,11,"['Tamim Iqbal', 'Anamul Haque', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Mahmudullah', 'Mashrafe Mortaza', 'Sabbir Rahman', 'Mosaddek Hossain', 'Mehedi Hasan Miraz', 'Rubel Hossain', 'Mustafizur Rahman']","['CH Gayle', 'E Lewis', 'SD Hope', 'SO Hetmyer', 'KOA Powell', 'R Powell', 'JO Holder', 'AR Nurse', 'KMA Paul', 'D Bishoo', 'SS Cottrell']","Warner Park, Basseterre"
1152841,22,38705,38726,2019-05-08,11,11,"['JM Vince', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'JC Buttler', 'BA Stokes', 'JL Denly', 'AU Rashid', 'JC Archer', 'CR Woakes', 'LE Plunkett']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Haris Sohail', 'Sarfraz Ahmed', 'Asif Ali', 'Imad Wasim', 'Faheem Ashraf', 'Hasan Ali', 'Shaheen Shah Afridi', 'Mohammad Amir']",Kennington Oval
1152842,22,38727,38748,2019-05-11,11,11,"['JJ Roy', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'JC Buttler', 'BA Stokes', 'MM Ali', 'DJ Willey', 'AU Rashid', 'CR Woakes', 'LE Plunkett']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Asif Ali', 'Haris Sohail', 'Sarfraz Ahmed', 'Imad Wasim', 'Faheem Ashraf', 'Hasan Ali', 'Shaheen Shah Afridi', 'Yasir Shah']",The Rose Bowl
1152843,22,38749,38770,2019-05-14,11,11,"['JJ Roy', 'JM Bairstow', 'JE Root', 'BA Stokes', 'MM Ali', 'EJG Morgan', 'JL Denly', 'TK Curran', 'CR Woakes', 'DJ Willey', 'LE Plunkett']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Haris Sohail', 'Sarfraz Ahmed', 'Asif Ali', 'Imad Wasim', 'Faheem Ashraf', 'Hasan Ali', 'Shaheen Shah Afridi', 'Junaid Khan']",County Ground
1152844,22,38771,38792,2019-05-17,11,11,"['JJ Roy', 'JM Vince', 'JE Root', 'BA Stokes', 'JC Buttler', 'MM Ali', 'JL Denly', 'TK Curran', 'AU Rashid', 'JC Archer', 'MA Wood']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Mohammad Hafeez', 'Shoaib Malik', 'Asif Ali', 'Imad Wasim', 'Sarfraz Ahmed', 'Hasan Ali', 'Mohammad Hasnain', 'Junaid Khan']",Trent Bridge
1152845,22,38793,38814,2019-05-19,11,11,"['JM Vince', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'JC Buttler', 'BA Stokes', 'MM Ali', 'CR Woakes', 'DJ Willey', 'TK Curran', 'AU Rashid']","['Fakhar Zaman', 'Abid Ali', 'Babar Azam', 'Mohammad Hafeez', 'Sarfraz Ahmed', 'Shoaib Malik', 'Asif Ali', 'Imad Wasim', 'Hasan Ali', 'Shaheen Shah Afridi', 'Mohammad Hasnain']",Headingley
1153243,22,38815,38836,2018-09-15,11,11,"['Tamim Iqbal', 'Liton Das', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Mosaddek Hossain', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Rubel Hossain', 'Mustafizur Rahman']","['WU Tharanga', 'BKG Mendis', 'MDKJ Perera', 'DM de Silva', 'AD Mathews', 'MD Shanaka', 'NLTC Perera', 'MDK Perera', 'RAS Lakmal', 'MA Aponso', 'SL Malinga']",Dubai International Cricket Stadium
1153244,22,38837,38858,2018-09-16,11,11,"['Nizakat Khan', 'Anshuman Rath', 'Babar Hayat', 'C Carter', 'KD Shah', 'Ehsan Khan', 'Aizaz Khan', 'SS McKechnie', 'Tanwir Afzal', 'Ehsan Nawaz', 'Nadeem Ahmed']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Shoaib Malik', 'Sarfraz Ahmed', 'Asif Ali', 'Shadab Khan', 'Faheem Ashraf', 'Mohammad Amir', 'Hasan Ali', 'Usman Shinwari']",Dubai International Cricket Stadium
1153246,22,38859,38880,2018-09-18,11,11,"['RG Sharma', 'S Dhawan', 'AT Rayudu', 'KD Karthik', 'MS Dhoni', 'KM Jadhav', 'B Kumar', 'SN Thakur', 'Kuldeep Yadav', 'KK Ahmed', 'YS Chahal']","['Nizakat Khan', 'Anshuman Rath', 'Babar Hayat', 'C Carter', 'KD Shah', 'Ehsan Khan', 'Aizaz Khan', 'SS McKechnie', 'Tanwir Afzal', 'Ehsan Nawaz', 'Nadeem Ahmed']",Dubai International Cricket Stadium
1153247,22,38881,38902,2018-09-19,11,11,"['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Shoaib Malik', 'Sarfraz Ahmed', 'Asif Ali', 'Shadab Khan', 'Faheem Ashraf', 'Mohammad Amir', 'Hasan Ali', 'Usman Shinwari']","['RG Sharma', 'S Dhawan', 'AT Rayudu', 'KD Karthik', 'MS Dhoni', 'KM Jadhav', 'HH Pandya', 'B Kumar', 'Kuldeep Yadav', 'YS Chahal', 'JJ Bumrah']",Dubai International Cricket Stadium
1153249,22,38903,38924,2018-09-21,11,11,"['Liton Das', 'Nazmul Hossain Shanto', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Mosaddek Hossain', 'Mashrafe Mortaza', 'Mehedi Hasan Miraz', 'Mustafizur Rahman', 'Rubel Hossain']","['RG Sharma', 'S Dhawan', 'AT Rayudu', 'MS Dhoni', 'KD Karthik', 'KM Jadhav', 'RA Jadeja', 'B Kumar', 'Kuldeep Yadav', 'YS Chahal', 'JJ Bumrah']",Dubai International Cricket Stadium
1153251,22,38925,38946,2018-09-23,11,11,"['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Sarfraz Ahmed', 'Shoaib Malik', 'Asif Ali', 'Shadab Khan', 'Mohammad Nawaz (3)', 'Hasan Ali', 'Mohammad Amir', 'Shaheen Shah Afridi']","['RG Sharma', 'S Dhawan', 'AT Rayudu', 'KM Jadhav', 'MS Dhoni', 'KD Karthik', 'Kuldeep Yadav', 'RA Jadeja', 'YS Chahal', 'B Kumar', 'JJ Bumrah']",Dubai International Cricket Stadium
1153254,22,38947,38968,2018-09-26,11,11,"['Liton Das', 'Soumya Sarkar', 'Mominul Haque', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Imrul Kayes', 'Mahmudullah', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Rubel Hossain', 'Mustafizur Rahman']","['Fakhar Zaman', 'Imam-ul-Haq', 'Babar Azam', 'Sarfraz Ahmed', 'Shoaib Malik', 'Shadab Khan', 'Asif Ali', 'Mohammad Nawaz (3)', 'Hasan Ali', 'Shaheen Shah Afridi', 'Junaid Khan']",Sheikh Zayed Stadium
1153255,22,38969,38990,2018-09-28,11,11,"['Liton Das', 'Mehedi Hasan Miraz', 'Imrul Kayes', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Soumya Sarkar', 'Mashrafe Mortaza', 'Nazmul Islam', 'Mustafizur Rahman', 'Rubel Hossain']","['RG Sharma', 'S Dhawan', 'AT Rayudu', 'KD Karthik', 'MS Dhoni', 'KM Jadhav', 'RA Jadeja', 'B Kumar', 'Kuldeep Yadav', 'JJ Bumrah', 'YS Chahal']",Dubai International Cricket Stadium
1153314,22,38991,39012,2018-12-09,11,11,"['Tamim Iqbal', 'Liton Das', 'Imrul Kayes', 'Mushfiqur Rahim', 'Shakib Al Hasan', 'Soumya Sarkar', 'Mahmudullah', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Mustafizur Rahman', 'Rubel Hossain']","['KOA Powell', 'SD Hope', 'DM Bravo', 'MN Samuels', 'SO Hetmyer', 'R Powell', 'RL Chase', 'KMA Paul', 'KAJ Roach', 'D Bishoo', 'O Thomas']","Shere Bangla National Stadium, Mirpur"
1153315,22,39013,39034,2018-12-11,11,11,"['Tamim Iqbal', 'Liton Das', 'Imrul Kayes', 'Mushfiqur Rahim', 'Shakib Al Hasan', 'Mahmudullah', 'Soumya Sarkar', 'Mashrafe Mortaza', 'Mehedi Hasan Miraz', 'Mustafizur Rahman', 'Rubel Hossain']","['C Hemraj', 'SD Hope', 'DM Bravo', 'MN Samuels', 'SO Hetmyer', 'R Powell', 'RL Chase', 'KMA Paul', 'KAJ Roach', 'D Bishoo', 'O Thomas']","Shere Bangla National Stadium, Mirpur"
1153316,22,39035,39056,2018-12-14,11,11,"['Tamim Iqbal', 'Liton Das', 'Soumya Sarkar', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Shakib Al Hasan', 'Mahmudullah', 'Mashrafe Mortaza', 'Mehedi Hasan Miraz', 'Mohammad Saifuddin', 'Mustafizur Rahman']","['C Hemraj', 'SD Hope', 'DM Bravo', 'MN Samuels', 'SO Hetmyer', 'R Powell', 'RL Chase', 'FA Allen', 'KMA Paul', 'KAJ Roach', 'D Bishoo']",Sylhet International Cricket Stadium
1153635,22,39057,39078,2018-10-21,11,11,"['Liton Das', 'Imrul Kayes', 'Fazle Mahmud', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Mehedi Hasan Miraz', 'Mohammad Saifuddin', 'Mashrafe Mortaza', 'Mustafizur Rahman', 'Nazmul Islam']","['H Masakadza', 'C Zhuwao', 'BRM Taylor', 'CR Ervine', 'Sikandar Raza', 'SC Williams', 'PJ Moor', 'DT Tiripano', 'B Mavuta', 'KM Jarvis', 'TL Chatara']","Shere Bangla National Stadium, Mirpur"
1153636,22,39079,39100,2018-10-24,11,11,"['H Masakadza', 'C Zhuwao', 'BRM Taylor', 'SC Williams', 'Sikandar Raza', 'PJ Moor', 'E Chigumbura', 'B Mavuta', 'DT Tiripano', 'KM Jarvis', 'TL Chatara']","['Liton Das', 'Imrul Kayes', 'Fazle Mahmud', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Mehedi Hasan Miraz', 'Mohammad Saifuddin', 'Mashrafe Mortaza', 'Mustafizur Rahman', 'Nazmul Islam']",Zahur Ahmed Chowdhury Stadium
1153637,22,39101,39122,2018-10-26,11,11,"['H Masakadza', 'C Zhuwao', 'BRM Taylor', 'SC Williams', 'Sikandar Raza', 'PJ Moor', 'E Chigumbura', 'KM Jarvis', 'DT Tiripano', 'R Ngarava', 'WP Masakadza']","['Liton Das', 'Imrul Kayes', 'Soumya Sarkar', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Ariful Haque', 'Nazmul Islam', 'Mashrafe Mortaza', 'Mohammad Saifuddin', 'Abu Hider']",Zahur Ahmed Chowdhury Stadium
1153691,22,39123,39144,2019-01-23,11,11,"['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'HM Nicholls', 'MJ Santner', 'DAJ Bracewell', 'TG Southee', 'LH Ferguson', 'TA Boult']","['RG Sharma', 'S Dhawan', 'V Kohli', 'AT Rayudu', 'KM Jadhav', 'MS Dhoni', 'V Shankar', 'Kuldeep Yadav', 'YS Chahal', 'B Kumar', 'Mohammed Shami']",McLean Park
1153692,22,39145,39166,2019-01-26,11,11,"['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'HM Nicholls', 'C de Grandhomme', 'DAJ Bracewell', 'IS Sodhi', 'LH Ferguson', 'TA Boult']","['RG Sharma', 'S Dhawan', 'V Kohli', 'AT Rayudu', 'MS Dhoni', 'KM Jadhav', 'V Shankar', 'Kuldeep Yadav', 'YS Chahal', 'B Kumar', 'Mohammed Shami']",Bay Oval
1153693,22,39167,39188,2019-01-28,11,11,"['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'HM Nicholls', 'MJ Santner', 'DAJ Bracewell', 'IS Sodhi', 'TA Boult', 'LH Ferguson']","['RG Sharma', 'S Dhawan', 'V Kohli', 'AT Rayudu', 'KD Karthik', 'KM Jadhav', 'HH Pandya', 'Kuldeep Yadav', 'YS Chahal', 'B Kumar', 'Mohammed Shami']",Bay Oval
1153694,22,39189,39210,2019-01-31,11,11,"['MJ Guptill', 'HM Nicholls', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'JDS Neesham', 'MJ Santner', 'C de Grandhomme', 'TD Astle', 'MJ Henry', 'TA Boult']","['RG Sharma', 'S Dhawan', 'Shubman Gill', 'AT Rayudu', 'KD Karthik', 'KM Jadhav', 'HH Pandya', 'B Kumar', 'Kuldeep Yadav', 'YS Chahal', 'KK Ahmed']",Seddon Park
1153695,22,39211,39232,2019-02-03,11,11,"['C Munro', 'HM Nicholls', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'JDS Neesham', 'C de Grandhomme', 'MJ Santner', 'TD Astle', 'MJ Henry', 'TA Boult']","['RG Sharma', 'S Dhawan', 'Shubman Gill', 'AT Rayudu', 'MS Dhoni', 'V Shankar', 'KM Jadhav', 'HH Pandya', 'B Kumar', 'Mohammed Shami', 'YS Chahal']",Westpac Stadium
1153840,22,39233,39254,2019-01-03,11,11,"['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'HM Nicholls', 'TL Seifert', 'JDS Neesham', 'MJ Henry', 'IS Sodhi', 'LH Ferguson', 'TA Boult']","['N Dickwella', 'MD Gunathilaka', 'MDKJ Perera', 'BKG Mendis', 'LD Chandimal', 'DAS Gunaratne', 'NLTC Perera', 'S Prasanna', 'SL Malinga', 'PADLR Sandakan', 'N Pradeep']",Bay Oval
1153841,22,39255,39276,2019-01-05,11,11,"['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'HM Nicholls', 'JDS Neesham', 'TL Seifert', 'TG Southee', 'MJ Henry', 'IS Sodhi', 'TA Boult']","['N Dickwella', 'MD Gunathilaka', 'MDKJ Perera', 'BKG Mendis', 'LD Chandimal', 'DAS Gunaratne', 'NLTC Perera', 'S Prasanna', 'SL Malinga', 'PADLR Sandakan', 'N Pradeep']",Bay Oval
1153842,22,39277,39298,2019-01-08,11,11,"['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'HM Nicholls', 'JDS Neesham', 'TL Seifert', 'TG Southee', 'MJ Henry', 'IS Sodhi', 'LH Ferguson']","['N Dickwella', 'DM de Silva', 'MDKJ Perera', 'BKG Mendis', 'MD Shanaka', 'NLTC Perera', 'MD Gunathilaka', 'PVD Chameera', 'SL Malinga', 'PADLR Sandakan', 'N Pradeep']",Saxton Oval
1153844,22,39299,39320,2019-02-13,11,11,"['MJ Guptill', 'HM Nicholls', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'C de Grandhomme', 'JDS Neesham', 'MJ Santner', 'MJ Henry', 'LH Ferguson', 'TA Boult']","['Tamim Iqbal', 'Liton Das', 'Soumya Sarkar', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Sabbir Rahman', 'Mehedi Hasan Miraz', 'Mohammad Saifuddin', 'Mashrafe Mortaza', 'Mustafizur Rahman']",McLean Park
1153845,22,39321,39342,2019-02-16,11,11,"['MJ Guptill', 'HM Nicholls', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'C de Grandhomme', 'JDS Neesham', 'MJ Henry', 'TD Astle', 'LH Ferguson', 'TA Boult']","['Tamim Iqbal', 'Liton Das', 'Soumya Sarkar', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Sabbir Rahman', 'Mehedi Hasan Miraz', 'Mohammad Saifuddin', 'Mashrafe Mortaza', 'Mustafizur Rahman']",Hagley Oval
