team1_players,team2_players,venue,date
"['AJ Finch', 'SE Marsh', 'SR Watson', 'MJ Clarke', 'GJ Bailey', 'GJ Maxwell', 'MS Wade', 'JP Faulkner', 'NM Coulter-Nile', 'CJ McKay', 'XJ Doherty']","['AN Cook', 'IR Bell', 'BA Stokes', 'JE Root', 'EJG Morgan', 'RS Bopara', 'JC Buttler', 'TT Bresnan', 'SCJ Broad', 'CJ Jordan', 'JC Tredwell']",Adelaide Oval,2014-01-26
