team1_players,team2_players,venue,date
"['SR Watson', 'BJ Haddin', 'RT Ponting', 'MJ Clarke', 'CL White', 'MEK Hussey', 'SPD Smith', 'MG Johnson', 'B Lee', 'JJ Krejza', 'SW Tait']","['H Patel', 'JM Davison', 'ZE Surkari', 'A Bagai', 'AS Hansra', 'Rizwan Cheema', 'NR Kumar', 'K Whatham', 'HS Baidwan', 'WD Balaji Rao', 'H Osinde']",M Chinnaswamy Stadium,2011-03-16
