team1_players,team2_players,venue,date
"['SR Watson', 'TD Paine', 'RT Ponting', 'MEK Hussey', 'CL White', 'CJ Ferguson', 'JR Hopes', 'MG Johnson', 'B Lee', 'NM Hauritz', 'PM Siddle']","['AJ Strauss', 'JL Denly', 'OA Shah', 'PD Collingwood', 'EJG Morgan', 'SM Davies', 'LJ Wright', 'TT Bresnan', 'GP Swann', 'JM Anderson', 'G Onions']",SuperSport Park,2009-10-02
