team1_players,team2_players,venue,date
"['ST Jayasuriya', 'RS Kaluwitharana', 'MS Atapattu', 'KC Sangakkara', 'DPMD Jayawardene', 'TM Dilshan', 'HDPK Dharmasena', 'WPUJC Vaas', 'M Muralitharan', 'RAP Nissanka', 'D Gamage']","['CH Gayle', 'WW Hinds', 'RL Powell', 'RR Sarwan', 'BC Lara', 'MN Samuels', 'RD Jacobs', 'DE Bernard', 'VC Drakes', 'M Dillon', 'CD Collymore']","Kensington Oval, Bridgetown, Barbados",2003-06-07
